timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1715772924366,107,HTTP Request 256,200,,Thread Group 1-256,text,true,,315,324,364,364,http://localhost:8080/customer/add,102,0,10
1715772924297,176,HTTP Request 180,200,,Thread Group 1-180,text,true,,315,324,364,364,http://localhost:8080/customer/add,157,0,78
1715772924321,152,HTTP Request 72,200,,Thread Group 1-72,text,true,,311,320,364,364,http://localhost:8080/customer/add,145,0,54
1715772924359,114,HTTP Request 249,200,,Thread Group 1-245,text,true,,315,324,364,364,http://localhost:8080/customer/add,95,0,16
1715772924320,153,HTTP Request 209,200,,Thread Group 1-209,text,true,,315,324,365,365,http://localhost:8080/customer/add,148,0,55
1715772924320,153,HTTP Request 31,200,,Thread Group 1-31,text,true,,311,320,365,365,http://localhost:8080/customer/add,134,0,54
1715772924323,150,HTTP Request 213,200,,Thread Group 1-214,text,true,,315,324,364,364,http://localhost:8080/customer/add,131,0,52
1715772924321,152,HTTP Request 118,200,,Thread Group 1-118,text,true,,315,324,364,364,http://localhost:8080/customer/add,145,0,54
1715772924302,171,HTTP Request 175,200,,Thread Group 1-174,text,true,,315,324,365,365,http://localhost:8080/customer/add,152,0,72
1715772924298,175,HTTP Request 96,200,,Thread Group 1-95,text,true,,311,320,363,363,http://localhost:8080/customer/add,156,0,76
1715772924302,171,HTTP Request 191,200,,Thread Group 1-191,text,true,,315,324,365,365,http://localhost:8080/customer/add,152,0,73
1715772924299,174,HTTP Request 113,200,,Thread Group 1-112,text,true,,315,324,365,365,http://localhost:8080/customer/add,160,0,76
1715772924359,114,HTTP Request 246,200,,Thread Group 1-248,text,true,,315,324,365,365,http://localhost:8080/customer/add,100,0,16
1715772924298,175,HTTP Request 115,200,,Thread Group 1-115,text,true,,315,324,365,365,http://localhost:8080/customer/add,160,0,93
1715772924297,176,HTTP Request 53,200,,Thread Group 1-53,text,true,,311,320,365,365,http://localhost:8080/customer/add,157,0,77
1715772924309,164,HTTP Request 12,200,,Thread Group 1-12,text,true,,311,320,365,365,http://localhost:8080/customer/add,145,0,66
1715772924320,153,HTTP Request 43,200,,Thread Group 1-43,text,true,,311,320,365,365,http://localhost:8080/customer/add,139,0,55
1715772924303,170,HTTP Request 171,200,,Thread Group 1-171,text,true,,315,324,365,365,http://localhost:8080/customer/add,163,0,71
1715772924309,164,HTTP Request 181,200,,Thread Group 1-181,text,true,,315,324,363,363,http://localhost:8080/customer/add,145,0,65
1715772924300,173,HTTP Request 135,200,,Thread Group 1-134,text,true,,315,324,363,363,http://localhost:8080/customer/add,160,0,75
1715772924303,170,HTTP Request 77,200,,Thread Group 1-78,text,true,,311,320,363,363,http://localhost:8080/customer/add,159,0,89
1715772924309,164,HTTP Request 17,200,,Thread Group 1-17,text,true,,311,320,363,363,http://localhost:8080/customer/add,145,0,65
1715772924298,175,HTTP Request 33,200,,Thread Group 1-33,text,true,,311,320,363,363,http://localhost:8080/customer/add,168,0,77
1715772924298,175,HTTP Request 10,200,,Thread Group 1-9,text,true,,311,320,363,363,http://localhost:8080/customer/add,156,0,76
1715772924311,162,HTTP Request 61,200,,Thread Group 1-62,text,true,,311,320,363,363,http://localhost:8080/customer/add,148,0,64
1715772924297,182,HTTP Request 137,200,,Thread Group 1-137,text,true,,315,324,367,367,http://localhost:8080/customer/add,172,0,78
1715772924355,124,HTTP Request 243,200,,Thread Group 1-243,text,true,,315,324,367,367,http://localhost:8080/customer/add,123,0,20
1715772924303,176,HTTP Request 78,200,,Thread Group 1-76,text,true,,311,320,367,367,http://localhost:8080/customer/add,176,0,73
1715772924300,179,HTTP Request 88,200,,Thread Group 1-88,text,true,,311,320,368,368,http://localhost:8080/customer/add,178,0,76
1715772924310,169,HTTP Request 198,200,,Thread Group 1-199,text,true,,315,324,368,368,http://localhost:8080/customer/add,169,0,65
1715772924302,177,HTTP Request 55,200,,Thread Group 1-56,text,true,,311,320,369,369,http://localhost:8080/customer/add,177,0,73
1715772924303,178,HTTP Request 129,200,,Thread Group 1-129,text,true,,315,324,371,371,http://localhost:8080/customer/add,177,0,88
1715772924323,161,HTTP Request 128,200,,Thread Group 1-128,text,true,,315,324,373,373,http://localhost:8080/customer/add,161,0,53
1715772924298,186,HTTP Request 102,200,,Thread Group 1-102,text,true,,315,324,373,373,http://localhost:8080/customer/add,186,0,77
1715772924359,127,HTTP Request 244,200,,Thread Group 1-244,text,true,,315,324,373,373,http://localhost:8080/customer/add,127,0,17
1715772924321,165,HTTP Request 94,200,,Thread Group 1-94,text,true,,311,320,373,373,http://localhost:8080/customer/add,165,0,54
1715772924303,183,HTTP Request 152,200,,Thread Group 1-152,text,true,,315,324,373,373,http://localhost:8080/customer/add,183,0,74
1715772924311,180,HTTP Request 9,200,,Thread Group 1-10,text,true,,307,316,380,380,http://localhost:8080/customer/add,178,0,68
1715772924302,192,HTTP Request 93,200,,Thread Group 1-92,text,true,,311,320,382,382,http://localhost:8080/customer/add,192,0,76
1715772924298,196,HTTP Request 74,200,,Thread Group 1-74,text,true,,311,320,382,382,http://localhost:8080/customer/add,196,0,78
1715772924300,199,HTTP Request 79,200,,Thread Group 1-79,text,true,,311,320,387,387,http://localhost:8080/customer/add,197,0,76
1715772924302,197,HTTP Request 56,200,,Thread Group 1-55,text,true,,311,320,387,387,http://localhost:8080/customer/add,197,0,74
1715772924309,195,HTTP Request 2,200,,Thread Group 1-2,text,true,,307,316,393,393,http://localhost:8080/customer/add,195,0,66
1715772924311,193,HTTP Request 158,200,,Thread Group 1-158,text,true,,315,324,393,393,http://localhost:8080/customer/add,193,0,65
1715772924309,197,HTTP Request 26,200,,Thread Group 1-26,text,true,,311,320,396,396,http://localhost:8080/customer/add,197,0,83
1715772924302,211,HTTP Request 162,200,,Thread Group 1-162,text,true,,315,324,402,402,http://localhost:8080/customer/add,211,0,74
1715772924309,204,HTTP Request 60,200,,Thread Group 1-60,text,true,,311,320,402,402,http://localhost:8080/customer/add,204,0,67
1715772924320,193,HTTP Request 73,200,,Thread Group 1-73,text,true,,311,320,402,402,http://localhost:8080/customer/add,193,0,59
1715772924298,215,HTTP Request 15,200,,Thread Group 1-16,text,true,,311,320,402,402,http://localhost:8080/customer/add,206,0,78
1715772924300,213,HTTP Request 124,200,,Thread Group 1-124,text,true,,315,324,402,402,http://localhost:8080/customer/add,213,0,76
1715772924321,195,HTTP Request 92,200,,Thread Group 1-93,text,true,,311,320,405,405,http://localhost:8080/customer/add,192,0,55
1715772924348,169,HTTP Request 236,200,,Thread Group 1-236,text,true,,315,324,405,405,http://localhost:8080/customer/add,169,0,30
1715772924302,215,HTTP Request 37,200,,Thread Group 1-37,text,true,,311,320,405,405,http://localhost:8080/customer/add,215,0,76
1715772924342,176,HTTP Request 231,200,,Thread Group 1-231,text,true,,315,324,406,406,http://localhost:8080/customer/add,176,0,35
1715772924309,212,HTTP Request 100,200,,Thread Group 1-100,text,true,,315,324,410,410,http://localhost:8080/customer/add,204,0,67
1715772924302,222,HTTP Request 154,200,,Thread Group 1-155,text,true,,315,324,413,413,http://localhost:8080/customer/add,219,0,73
1715772924302,222,HTTP Request 20,200,,Thread Group 1-20,text,true,,311,320,413,413,http://localhost:8080/customer/add,222,0,73
1715772924323,201,HTTP Request 185,200,,Thread Group 1-185,text,true,,315,324,413,413,http://localhost:8080/customer/add,201,0,53
1715772924328,210,HTTP Request 217,200,,Thread Group 1-218,text,true,,315,324,427,427,http://localhost:8080/customer/add,210,0,48
1715772924315,223,HTTP Request 203,200,,Thread Group 1-204,text,true,,315,324,427,427,http://localhost:8080/customer/add,223,0,61
1715772924303,235,HTTP Request 4,200,,Thread Group 1-8,text,true,,307,316,427,427,http://localhost:8080/customer/add,235,0,73
1715772924302,237,HTTP Request 125,200,,Thread Group 1-126,text,true,,315,324,427,427,http://localhost:8080/customer/add,236,0,73
1715772924302,245,HTTP Request 163,200,,Thread Group 1-163,text,true,,315,324,436,436,http://localhost:8080/customer/add,245,0,89
1715772924336,212,HTTP Request 225,200,,Thread Group 1-225,text,true,,315,324,438,438,http://localhost:8080/customer/add,202,0,42
1715772924359,190,HTTP Request 248,200,,Thread Group 1-249,text,true,,315,324,438,438,http://localhost:8080/customer/add,190,0,17
1715772924302,247,HTTP Request 121,200,,Thread Group 1-122,text,true,,315,324,438,438,http://localhost:8080/customer/add,247,0,75
1715772924331,218,HTTP Request 221,200,,Thread Group 1-220,text,true,,315,324,438,438,http://localhost:8080/customer/add,218,0,46
1715772924300,258,HTTP Request 145,200,,Thread Group 1-145,text,true,,315,324,446,446,http://localhost:8080/customer/add,258,0,76
1715772924300,258,HTTP Request 64,200,,Thread Group 1-64,text,true,,311,320,446,446,http://localhost:8080/customer/add,258,0,76
1715772924336,222,HTTP Request 224,200,,Thread Group 1-224,text,true,,315,324,446,446,http://localhost:8080/customer/add,222,0,43
1715772924309,249,HTTP Request 111,200,,Thread Group 1-111,text,true,,315,324,446,446,http://localhost:8080/customer/add,249,0,68
1715772924297,261,HTTP Request 95,200,,Thread Group 1-96,text,true,,311,320,447,447,http://localhost:8080/customer/add,261,0,82
1715772924300,258,HTTP Request 105,200,,Thread Group 1-105,text,true,,315,324,447,447,http://localhost:8080/customer/add,258,0,75
1715772924300,258,HTTP Request 164,200,,Thread Group 1-164,text,true,,315,324,447,447,http://localhost:8080/customer/add,258,0,78
1715772924303,257,HTTP Request 193,200,,Thread Group 1-192,text,true,,315,324,449,449,http://localhost:8080/customer/add,255,0,75
1715772924321,241,HTTP Request 21,200,,Thread Group 1-21,text,true,,311,320,451,451,http://localhost:8080/customer/add,238,0,55
1715772924348,216,HTTP Request 237,200,,Thread Group 1-238,text,true,,315,324,452,452,http://localhost:8080/customer/add,216,0,29
