timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1715687192925,588,HTTP Request 168,200,,Thread Group 1-169,text,true,,315,324,811,811,http://localhost:8080/customer/add,585,0,96
1715687192927,586,HTTP Request 94,200,,Thread Group 1-93,text,true,,311,320,811,811,http://localhost:8080/customer/add,586,0,94
1715687193077,436,HTTP Request 376,200,,Thread Group 1-376,text,true,,315,324,811,811,http://localhost:8080/customer/add,436,0,1
1715687193146,367,HTTP Request 444,200,,Thread Group 1-443,text,true,,315,324,811,811,http://localhost:8080/customer/add,367,0,1
1715687193101,416,HTTP Request 398,200,,Thread Group 1-398,text,true,,315,324,816,816,http://localhost:8080/customer/add,415,0,0
1715687192925,595,HTTP Request 202,200,,Thread Group 1-202,text,true,,315,324,820,820,http://localhost:8080/customer/add,595,0,103
1715687192925,599,HTTP Request 215,200,,Thread Group 1-215,text,true,,315,324,820,820,http://localhost:8080/customer/add,599,0,104
1715687192925,604,HTTP Request 88,200,,Thread Group 1-88,text,true,,311,320,826,826,http://localhost:8080/customer/add,603,0,105
1715687192976,556,HTTP Request 274,200,,Thread Group 1-274,text,true,,315,324,830,830,http://localhost:8080/customer/add,556,0,46
1715687193114,418,HTTP Request 411,200,,Thread Group 1-411,text,true,,315,324,830,830,http://localhost:8080/customer/add,418,0,1
1715687192929,603,HTTP Request 226,200,,Thread Group 1-228,text,true,,315,324,830,830,http://localhost:8080/customer/add,603,0,100
1715687192994,538,HTTP Request 292,200,,Thread Group 1-292,text,true,,315,324,830,830,http://localhost:8080/customer/add,538,0,28
1715687193099,434,HTTP Request 396,200,,Thread Group 1-396,text,true,,315,324,831,831,http://localhost:8080/customer/add,434,0,1
1715687193105,429,HTTP Request 402,200,,Thread Group 1-402,text,true,,315,324,832,832,http://localhost:8080/customer/add,427,0,1
1715687193135,402,HTTP Request 432,200,,Thread Group 1-432,text,true,,315,324,836,836,http://localhost:8080/customer/add,402,0,1
1715687193140,397,HTTP Request 438,200,,Thread Group 1-438,text,true,,315,324,836,836,http://localhost:8080/customer/add,397,0,1
1715687192934,607,HTTP Request 232,200,,Thread Group 1-233,text,true,,315,324,838,838,http://localhost:8080/customer/add,607,0,94
1715687192924,616,HTTP Request 72,200,,Thread Group 1-72,text,true,,311,320,838,838,http://localhost:8080/customer/add,616,0,105
1715687193007,537,HTTP Request 305,200,,Thread Group 1-305,text,true,,315,324,841,841,http://localhost:8080/customer/add,537,0,15
1715687193067,478,HTTP Request 364,200,,Thread Group 1-364,text,true,,315,324,843,843,http://localhost:8080/customer/add,478,0,1
1715687192925,624,HTTP Request 98,200,,Thread Group 1-98,text,true,,311,320,847,847,http://localhost:8080/customer/add,624,0,97
1715687192938,611,HTTP Request 237,200,,Thread Group 1-237,text,true,,315,324,847,847,http://localhost:8080/customer/add,611,0,90
1715687192927,622,HTTP Request 197,200,,Thread Group 1-197,text,true,,315,324,847,847,http://localhost:8080/customer/add,622,0,95
1715687192924,624,HTTP Request 62,200,,Thread Group 1-62,text,true,,311,320,847,847,http://localhost:8080/customer/add,624,0,96
1715687193135,415,HTTP Request 433,200,,Thread Group 1-433,text,true,,315,324,847,847,http://localhost:8080/customer/add,415,0,1
1715687192927,623,HTTP Request 225,200,,Thread Group 1-225,text,true,,315,324,847,847,http://localhost:8080/customer/add,622,0,94
1715687193123,427,HTTP Request 421,200,,Thread Group 1-420,text,true,,315,324,847,847,http://localhost:8080/customer/add,427,0,1
1715687192925,628,HTTP Request 171,200,,Thread Group 1-171,text,true,,315,324,852,852,http://localhost:8080/customer/add,628,0,97
1715687193024,530,HTTP Request 321,200,,Thread Group 1-322,text,true,,315,324,852,852,http://localhost:8080/customer/add,530,0,5
1715687193128,427,HTTP Request 427,200,,Thread Group 1-427,text,true,,315,324,852,852,http://localhost:8080/customer/add,427,0,1
1715687193128,431,HTTP Request 426,200,,Thread Group 1-426,text,true,,315,324,858,858,http://localhost:8080/customer/add,431,0,1
1715687192958,601,HTTP Request 257,200,,Thread Group 1-257,text,true,,315,324,858,858,http://localhost:8080/customer/add,601,0,63
1715687192924,634,HTTP Request 9,200,,Thread Group 1-9,text,true,,307,316,858,858,http://localhost:8080/customer/add,634,0,97
1715687192927,632,HTTP Request 159,200,,Thread Group 1-158,text,true,,315,324,858,858,http://localhost:8080/customer/add,632,0,101
1715687193051,508,HTTP Request 347,200,,Thread Group 1-347,text,true,,315,324,858,858,http://localhost:8080/customer/add,506,0,1
1715687192925,635,HTTP Request 145,200,,Thread Group 1-145,text,true,,315,324,858,858,http://localhost:8080/customer/add,634,0,96
1715687192927,636,HTTP Request 132,200,,Thread Group 1-132,text,true,,315,324,860,860,http://localhost:8080/customer/add,635,0,102
1715687193139,424,HTTP Request 437,200,,Thread Group 1-436,text,true,,315,324,860,860,http://localhost:8080/customer/add,424,0,1
